agent_id,generation,parent_id,alpha,beta,trust,fitness
34,0,,0.3708037026447622,6.091220543601809,0.9735545715528227,394.0
20,0,,0.728536841955365,3.690092948164005,0.09707967994050282,384.0
36,0,,0.5694947958559764,6.708361919597623,0.936783133009129,376.0
23,0,,1.9488985474036649,5.6960850795294355,0.956991877446196,370.0
47,0,,0.7198609337774344,3.371716417229033,0.26423999821077804,366.0
8,0,,0.07084549169759496,6.699363486959152,0.6824437334655425,364.0
46,0,,0.9140392616527614,7.336053789143,0.2389245154423163,364.0
19,0,,0.2128343846816141,7.590561836049574,0.26474956101983127,358.0
33,0,,0.7329514050894146,6.525384266064933,0.4270756450170722,358.0
7,0,,1.8317995887425693,5.860737957236402,0.25684458132249066,354.0
26,0,,1.5112547438684178,4.336975120188649,0.09209046240217922,346.0
1,0,,0.23138245086347198,2.153196581898037,0.23681147307066475,342.0
39,0,,1.0955727543402782,7.8180368013684385,0.15992768322111606,342.0
44,0,,0.15176638431129663,6.57699739343727,0.06251933251336772,342.0
11,0,,1.8740110107719976,3.9909593281400406,0.26950733277974515,338.0
0,0,,1.2279023818628299,7.618760742221049,0.12571067467732178,334.0
35,0,,1.6957369616454556,1.2778351753260568,0.07311108538365396,334.0
41,0,,1.956493698798585,4.873453188752867,0.023118249121136913,326.0
38,0,,0.954745174857395,2.6922460807508073,0.12560681762315407,322.0
6,0,,1.429297397862763,5.777387319956491,0.4222624179773474,300.0
28,0,,1.4994581714570032,2.275893324164238,0.5463002041050156,294.0
24,0,,1.4172113529658092,2.0510060294098116,0.34899272762459965,288.0
27,0,,1.3594928179308574,4.852942090010638,0.7658823180514759,272.0
40,0,,1.0661885473188262,3.554197988203562,0.11176788861852205,264.0
16,0,,1.0718538938401108,5.411469302314905,0.21341012284704275,262.0
30,0,,2.2524128273723254,6.301665237413408,0.23318601684883167,206.0
10,0,,2.1598099457987288,1.9980695294470467,0.06512691556686456,202.0
43,0,,3.5838445740212,2.7094954745519257,0.6964062781859233,202.0
5,0,,3.8619675533717936,3.7421728671131853,0.6100595299874658,200.0
29,0,,2.665074362706653,5.0059788429019765,0.19188649245948297,200.0
48,0,,2.481450468058202,1.3793365155508033,0.33055372425852925,198.0
3,0,,2.9729436680429093,3.2370477521620353,0.8384573530221312,196.0
17,0,,3.0100961104417374,1.2793329454077407,0.7394234050124476,194.0
2,0,,3.761757799960626,3.594588279641464,0.5645314500970496,192.0
32,0,,2.9151073107249585,6.342708944493303,0.42010680213690044,192.0
9,0,,2.122863799954732,7.194806429378584,0.42103727903937416,190.0
13,0,,3.3337514336890632,5.144600979413279,0.6156063785779976,190.0
22,0,,3.634966393555641,3.716658195588199,0.6780591083044956,190.0
42,0,,3.2462766180050417,4.518609711762273,0.3128628761740174,190.0
45,0,,3.9002918872230885,6.664203030244085,0.8743625954022787,190.0
12,0,,3.38192192078007,2.4937493930270054,0.0487604138359089,188.0
21,0,,3.11222926537377,3.5347551242966726,0.46595409373035435,188.0
25,0,,2.4733128472704213,2.163051575391443,0.7233776780940433,186.0
18,0,,2.8559727689211027,2.5283031403962397,0.003558511325907787,184.0
14,0,,2.688988370633518,6.630944755617943,0.8074770859234864,180.0
49,0,,3.429210212288974,6.544525368349145,0.8048829543757012,180.0
15,0,,2.891610266132451,5.379426641156964,0.09310874252988355,178.0
4,0,,3.0104139069550344,6.7366180683022305,0.8962607244834604,176.0
37,0,,2.4054910552402182,6.400762569676889,0.11840900408901434,174.0
31,0,,3.2178122158192037,7.269654194851927,0.6383714380356384,158.0
60,1,36,0.5338678327755738,6.708483036201457,0.9462571356767825,392.0
50,1,34,0.3105017744046739,5.988943292464517,0.9587123685407313,390.0
61,1,36,0.5943413303786429,6.703508564107646,0.9256709675502938,386.0
64,1,36,0.5964748823422958,6.712102200169603,0.9345644151873529,384.0
53,1,34,0.41253696785349125,6.087177791602483,0.9716794394745306,380.0
56,1,20,0.7236465517307052,3.7019680381212705,0.10467790441360575,380.0
54,1,34,0.3860115750737325,6.072532188479886,0.9611878533720069,376.0
89,1,19,0.20747421004108124,7.642337936456172,0.26432770608278017,376.0
62,1,36,0.5331846065390012,6.706476036583895,0.9224694988646354,374.0
73,1,47,0.6635616208992896,3.4083723510368977,0.2713468195748754,374.0
78,1,8,0.08105702094770766,6.7284498907688075,0.6878578404090265,374.0
79,1,8,0.0642423423225283,6.559953553937318,0.6863064731972853,372.0
87,1,19,0.2451354246925535,7.461819874706923,0.25380228744645594,372.0
68,1,23,1.977539867351051,5.659458584769195,0.9470007694495698,370.0
71,1,47,0.7876447519593263,3.3019990579153697,0.2471360917449014,370.0
77,1,8,0.020370566823821136,6.632402638236339,0.6797143381201537,370.0
85,1,19,0.22665379326590324,7.523888347759125,0.2657660513677601,366.0
90,1,33,0.7380859554844377,6.4546466176384945,0.42568986066862796,366.0
92,1,33,0.7598835807003111,6.6322496161630875,0.41666610237366947,366.0
94,1,33,0.7265205109131915,6.670103605945849,0.4228270156711739,366.0
75,1,8,0.11263722042364062,6.756296994198357,0.6594666556556221,364.0
91,1,33,0.7505503274771183,6.45195085447257,0.42979854381322796,364.0
93,1,33,0.6991974210896151,6.409812288338296,0.4440847375299821,362.0
69,1,23,1.9973053532511713,5.581376665209894,0.9517473073531925,358.0
86,1,19,0.31116557742582196,7.53655038224817,0.26214189509829844,358.0
65,1,23,1.9093304852751642,5.666080979916958,0.967144651283813,356.0
74,1,47,0.6575618370385471,3.3291208757490325,0.27634406712639814,356.0
84,1,46,0.9240721199645373,7.291016807362275,0.22542659566360854,356.0
99,1,7,1.7900111123225555,5.802050229736068,0.24615343038821924,356.0
51,1,34,0.32245683932661234,6.123592519092305,0.9870003237772215,354.0
76,1,8,0.1293484312222196,6.73205551491769,0.6702584812768798,354.0
88,1,19,0.14359306246783993,7.635399928507866,0.26831563626419497,354.0
57,1,20,0.7565494999265747,3.628195995114191,0.09583856037929024,352.0
63,1,36,0.5526740444735971,6.652771654662714,0.9238864578909917,350.0
70,1,47,0.7253763140695837,3.368916774710245,0.2664549591653203,350.0
80,1,46,0.9017921071507836,7.399854789379967,0.24153763419650057,350.0
52,1,34,0.3823748633979418,6.105105607526669,0.969530355242474,348.0
58,1,20,0.6274910482164231,3.5734334108618313,0.10661953928264312,348.0
55,1,20,0.6624000833815439,3.6846098983934104,0.09235430204436967,340.0
82,1,46,0.9085900163476874,7.18717020902577,0.23753440071317017,340.0
83,1,46,0.8468736647072511,7.329516167912953,0.23323722292475127,340.0
59,1,20,0.6322828090278012,3.5817628060195816,0.08311603893561834,338.0
67,1,23,1.9341742164677362,5.711694224235369,0.962828959495693,334.0
81,1,46,0.997583086106915,7.275028453315841,0.24730385255553722,334.0
96,1,7,1.886415473968225,5.834328322377431,0.2643579895173642,324.0
72,1,47,0.7314827894469367,3.2559791371518467,0.2709503580498997,322.0
66,1,23,1.9285463091693666,5.701102263356445,0.9400255475525876,316.0
95,1,7,1.7850019815617786,5.864073239691008,0.25585253962379056,312.0
97,1,7,1.8161107246658894,5.823757376276845,0.2739871198927262,294.0
98,1,7,1.8106470733919195,5.905135841567445,0.2552528135675021,294.0
105,2,50,0.28836852286475845,5.917569978342227,0.9427343146216776,394.0
130,2,54,0.5049509571839046,6.09415434657466,0.9536776558183951,394.0
114,2,61,0.5584399304598711,6.626731405561062,0.9264227215661601,392.0
143,2,62,0.6591985975400496,6.737659661814414,0.9138580215755473,392.0
140,2,62,0.5307203775041486,6.7105071685918425,0.9135833971658956,390.0
102,2,60,0.5642302767351105,6.789235959929391,0.9295228567522915,388.0
115,2,64,0.5443815894341457,6.703878868384875,0.9294567458611729,388.0
131,2,54,0.4058640071409481,6.06270102801875,0.9622615070852265,388.0
101,2,60,0.517809759608061,6.774433592870237,0.9472569091748804,386.0
138,2,89,0.22842520711793615,7.587089236244868,0.2609527892706782,386.0
141,2,62,0.5609749100188482,6.702652787111644,0.9311989040209607,386.0
126,2,56,0.7002732977333762,3.7800822766228457,0.08252412791130705,384.0
129,2,56,0.7104119869975779,3.6272950861421984,0.10019065531557944,384.0
133,2,54,0.3461768163305837,6.045798259546125,0.9514109642163252,384.0
137,2,89,0.17858587625547223,7.789400194923752,0.28113107655215264,384.0
142,2,62,0.534656277845938,6.72721201357616,0.9230594553447213,384.0
118,2,64,0.6622751948462353,6.701100958472828,0.9322448181446947,382.0
134,2,54,0.3858195869475788,6.0965564381745585,0.9445168022337448,382.0
149,2,73,0.6225596079769786,3.42661848180815,0.25846509342091706,380.0
107,2,50,0.3645313226537157,5.9399530448068685,0.9662188533160487,378.0
128,2,56,0.6636499153742107,3.563832528670022,0.11253097272005465,378.0
123,2,53,0.5255314920271513,6.013361818289584,0.9657091307689553,376.0
106,2,50,0.3435460034002065,5.97940779747349,0.9543434240778097,372.0
125,2,56,0.7529070250714986,3.725540188499382,0.10090890812362428,372.0
145,2,73,0.6262134147527685,3.3842099785948347,0.2698886521789512,370.0
121,2,53,0.4413343676084953,6.057098718422357,0.9645018711692463,368.0
